,gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape Sulfur,shape BC,shape OC,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,scale CO2,co2_concentration_1750,seed
16346,5.819093257492945,4.305212506125133,16.46213643665031,60.396370773842776,0.763947619545368,3.7308224897258313,1.350540245611998,1.727352544703745,0.9740987336486764,0.5871514286778374,7.39960279175724,33.91981003498505,0.0014191748430223,5.18986525646731,0.0016308521983077,0.0017231650256729,-2.067319645173675e-06,-5.583106895301272e-05,-0.0002145096991344,-4.153057366487136e-05,-0.0069915644475602,-0.0038382190936757,-2.7735324528268704e-05,-8.200022640013365e-06,0.0057702931760527,0.2870554179653949,0.0054244626499018,-1.1813808372675696,0.0002181557628579,0.001865142222428,-4.8607199029200094e-05,0.0002942303899864,0.0002097380712456,0.0026436632516683,1.0380822041597015,0.9585121089618488,0.8836967683448644,2.85312151077286,0.3454428650539607,1.991045560928198,1.3910198334418509,1.2397031670229195,0.4148290534189149,0.0081121350247892,1.0396132652670975,275.5743272801665,7877817
17836,7.214331227476059,4.251619040089445,24.049007484611685,89.84912851484536,0.9525696789403226,1.993313108846737,0.8659799497822851,1.380549919084582,0.7238407913937139,0.5287445633109935,8.017689861300799,32.03978683295583,0.0073067325007876,-1.2730988822185272,0.0035605273836924,0.0239644544881932,-2.392136427296004e-06,-4.173876930730828e-05,-0.0008677134705526,-7.299538033404769e-05,-0.007546546528311,-0.0003625334688402,-2.371114191311422e-05,-1.099884505850608e-05,0.0133023541181584,0.0543077036300694,0.0190639022463892,-1.1826275015363714,0.0002138053707907,0.0009012868751669,-0.0001413464431647,0.0001451666479541,0.0004445305375222,0.0001755540861514,1.00372303837671,0.8530544420391846,1.1045232716600697,1.070387943005169,1.5881878726359755,0.9437093126225016,0.9129286148934016,0.8044375848314322,0.9568129141707986,-0.010307382694325,0.9958948952122358,277.9640787404477,8472327
17989,19.093619208429114,2.222657808997096,13.008369831163735,96.4742423453918,1.7272581341338973,4.4245174547973365,0.8770119119626192,1.014237378397345,1.9563743591361011,0.4468233389503961,8.692562045570924,33.076198233583675,0.0045121162867306,3.9214154142672415,-0.0005664277494784,0.0381537535251208,-4.020680246540244e-06,-7.167429296544812e-05,-0.0005135160171723,-9.221851058701623e-05,-0.0034568335076665,-0.0012167172370243,-4.1151669994336845e-06,-1.2801109076837538e-05,0.0059429186444221,0.0946268755381918,0.0397465599393773,-0.5621465963991434,0.0002573381901431,0.0014387261899843,-0.0001071397950135,6.80006571598291e-05,5.03210954072196e-05,0.0008035614717209,0.8411091086092682,0.8018577484448991,0.8361377527457781,-0.4893320665446756,1.1383949122709986,1.494025050474766,1.031359533115299,1.0285085420429212,1.5160648923744835,0.0575126618651136,0.9481600155399554,277.32203231968174,8533374
18622,2.504192281053087,5.08790574832908,12.636729594113934,49.85360853102602,1.039650746313186,2.3446402172642946,1.5972816816926465,1.932604658724388,0.8646496338149923,0.4540913156542351,7.332857652272064,33.83083548104287,0.003559805181241,3.026683378591344,0.0013281384836729,0.0281316152287,-4.262996351279312e-06,-7.262341090369524e-05,-0.0004572875904422,-3.78969691905486e-05,-0.000473780811793,-0.0023051985460539,-1.0316923697603212e-05,-5.969769656341286e-06,0.0076055594046682,0.3279331062959575,0.0085806767587305,-0.9389370453342843,0.000213727523915,0.0007658573120827,3.323452071584479e-05,-3.980628848913153e-05,0.0003576531048049,0.0012016792596423,0.98742376006932,0.9736261873691968,1.0052419598121152,-0.2519298663874803,0.957186676722038,0.8642538951636956,1.103781208445648,1.028081399332652,0.9447235593219884,-0.0478476947914048,1.0443342647041691,276.22415172155127,8785941
20430,12.01941417325405,4.470668822715496,18.9906227517124,112.95400065314637,1.5836933611782835,0.9863471873219224,0.6534764226421828,1.0190094598008823,1.1912250419805768,0.4285262945074479,7.915055532409241,33.7562075481684,0.0030832593832523,2.038609095195502,0.001571175928057,0.0147188634457578,-1.0617368421800603e-06,-2.3592057467221703e-05,-0.0003704258898731,-8.181878381514823e-05,-0.0043711712387011,-0.0010862023726359,-2.8134085323734032e-05,-4.547703745092673e-07,0.0173882626342045,0.1400067133942684,0.0188705391905761,-0.7569450182761697,0.0002289308066995,0.0008794608573573,-0.0001186471259264,2.400520785006901e-05,5.711923664197823e-05,0.0011837476760032,1.0013222153945427,1.0430796091508046,0.8889065047179996,-0.0372759257159238,0.955033799598551,0.6111577397608563,0.7931144769633152,0.922392904836114,1.5015274354840165,-0.0741757231047344,1.003154399239924,278.823896577948,9507333
20449,6.415042640839936,4.823959910778463,13.16847896961256,13.259097487361892,0.9959706509690868,2.778703184204528,1.3650071659414005,1.9034677252274896,0.560475041897714,0.5209225403213082,7.443601536291294,32.7585461564536,0.0056752422594777,0.8512700658990804,0.0012471977712218,0.0033622994969944,-9.882774828931096e-07,-1.9728988566437797e-05,-2.055240631668024e-05,-8.676001369842997e-05,-0.0061642462527972,-0.0027543493793754,-1.6254261482445645e-05,-1.4849801276101244e-05,0.0124592646283158,0.1614656746930244,0.0204278926024797,-1.0438676904957362,0.0001880957888916,0.0013989353047621,-6.164721910913409e-05,0.0001764512852152,-0.0001506745382128,0.0014497302222956,0.828912420329026,0.9632252567017964,0.8407457288649949,1.304348264308754,0.8542636388357381,0.0766282530173946,1.1051607023255907,0.9816701927327048,0.9996149665215966,0.0309568292577704,1.0365011577821286,278.74201901949226,9514914
21273,7.04857092270569,3.4484812904255047,12.31196050386279,65.61928076078966,1.3511834110827103,2.4735739919507918,1.100119275390218,1.582876038998632,0.5695728201912355,0.485591476135284,6.57983644945698,33.69101577816192,0.0025325840344396,2.742217223033798,0.002633270250284,0.0391705034653212,-1.1131637324791885e-06,-5.583113991357164e-05,-0.0007204821943728,-0.0001065999360669,-0.0011365365632411,-0.0040384616881595,-2.5638994954766024e-05,-1.0359146175317592e-05,0.0013897239373014,0.4158211481605956,0.0306363839912675,-1.3222093730639088,0.0002404390051228,0.0011863015202568,-0.0001216875848608,5.565311981382868e-05,-0.0001838759656891,0.0004718800092197,1.290790159978703,0.979055586033311,0.9995951970142928,0.6659457114409226,0.6509131631702083,1.0406687666837926,0.8240683307408321,0.7484575307549752,0.7950422714027678,0.0259476894421906,1.0975967599512193,278.6100575466455,9843690
21921,4.525598302317588,3.5806210155861846,21.11342669288772,90.4630952944032,1.0667661657103014,7.575702403187337,0.9310800470860012,1.4525091762335456,0.9121207728435412,0.4941069095953318,8.438755440625206,32.33015907227377,0.0050151792121379,2.356841776195325,0.0008222554714448,0.0243261199588375,-1.3308932325939296e-06,-7.18946104017279e-05,-0.000224746100757,-6.400560583238057e-05,-0.0025827377372727,-0.0030550193893217,-5.421560179297789e-06,-1.5016065873962458e-05,0.0118948059381317,0.1912183634521471,0.0496863642085587,-0.3006859711023904,0.0002489897057694,0.0007307663994095,-0.0001349132380304,9.508123228865497e-05,-0.0001828339495862,0.0010173263238053,1.0202540124586923,1.1097356657058652,0.9654648545028112,1.5303701236221807,0.9023100816617058,1.6798043160040097,1.1759552512691045,0.6434016197314235,0.8206528265524898,0.0094878249602841,0.96611219675219,277.82432833110147,10102242
23300,3.4851713394321013,3.618406053378117,18.74358293149132,309.7190658689429,2.1446269716019986,3.4797840971483804,0.9206534290241242,0.5352670802543135,0.928881566474951,0.6335821238010737,9.155351381010965,36.41822456371298,0.0001881606253461,1.7529785555377948,0.0035450636404194,0.0399290184662676,-2.373975597449136e-06,-4.259541689429065e-05,-0.0005149199950903,-0.0001108218320443,-0.0007141663940238,-0.004252761671967,-1.866283679199964e-05,-2.8318164739824384e-06,0.0153426416876589,0.377928896051179,0.0039467090138052,-0.1570674405410831,0.0001988236095809,0.0007494630003848,-1.6867402844438085e-05,3.078402403666237e-05,-5.086365358586583e-05,0.0001218409560073,1.0686520422882848,1.0455213612056564,0.8095405940689728,1.4654954924160868,1.1938614344401306,1.2403187285924928,1.2211512093679386,0.9528370565718286,0.5762791485591476,-0.009330518077639,0.9154261234701012,276.46067569737653,10652463
23364,4.46721630400608,4.220732045791819,19.31548481281079,75.78395625347892,1.0060885222747713,2.541811513648674,0.9125634117994604,1.3176090275595125,0.5803907467059851,0.3318747151099998,7.335239323630629,33.7022285941461,0.0027750895076743,0.8433707595978638,0.0036484047530086,0.0086328658934108,-2.4742629261311937e-06,-2.9242387522332063e-05,-5.831716203173786e-06,-9.163251596473678e-05,-0.0030673090103991,-0.0030651161255787,-1.6673819429711606e-05,-8.206764286459964e-06,0.0190946500393439,1.0545624538433396,0.0863922099060641,-0.7920490846084693,0.0002633166265438,0.001574615577389,-2.4092066135877224e-05,1.605128112206806e-06,3.394757383529576e-05,0.0005384353107875,0.859841400534694,1.0716089253072896,0.948543456105994,0.3546025760894838,0.4622131635577265,0.9955985765195176,1.5112913665404002,0.9998544643978104,0.9414496856339282,-0.0380857679132612,1.0441658049596874,279.2455706716187,10677999
25308,5.894592166797578,4.495504459096345,12.791197741393235,132.46810728217852,0.6094937385174928,3.7968762633782487,1.290122816775572,1.2360967824914997,0.6935613386266901,0.460233719971124,8.756854185867734,31.13013187330712,0.0060021702425396,3.574209607277736,-0.0001938960372839,0.0301984952766639,-3.3593742116313946e-06,-1.1092887621048624e-05,-0.0010785585309933,-4.006329106914147e-05,-0.0018892463831535,-0.0053466295548251,-2.4519946028094566e-05,-6.706562925302765e-06,0.0081780671715547,1.4559484904526572,0.0087050606665896,-0.5260986315445434,0.0001899919082728,0.0011685979109587,2.6171988343973087e-05,2.184282959736426e-05,-0.0003826858290564,0.0005155393340823,0.7798551477137564,1.178173847796678,1.0779733871031925,1.327134142337251,0.9126541040237568,1.2562503825200613,0.9838851814632158,0.7866082904142108,1.1341997005111584,-0.0206275538403267,0.9436125209884342,279.2057674228658,11453655
26897,1.0794176549059484,4.930057559100845,28.48099556030827,68.4628825856667,1.0390221761862524,1.7976971220152975,1.7613178675779002,1.6947488904516306,0.4520415054505233,0.3384347753135149,7.658397383401922,30.539585240769338,0.0056620794278067,5.158007418447584,-0.0003842940099155,0.0381161093757021,-1.5910434318225226e-06,-1.0005986545967296e-05,-0.0008053984189536,-7.771207357615441e-05,-0.0022892119916664,-0.0027313893442684,-1.3335564426303916e-05,-5.743986652585268e-06,0.0782877880589759,0.3102694547608297,0.3047912021880617,-0.6053351840593564,0.0002726418491739,0.0011788270334207,-9.553597709158364e-05,0.0001292835069014,-0.0001392125757392,0.0016782310502903,1.0531736832728829,1.0530798627522864,0.9286537777428316,1.7264972459255812,0.9281750237843368,0.5882429795275272,1.5498812989524098,1.0329114490450555,0.3022178457316334,-0.0005734928508845,1.0213082751075817,277.5360798583867,12087666
30593,7.684468639355112,3.614986146922452,7.981274619157898,110.19674004410336,1.192589807544454,2.73624887698162,1.0525241803145595,1.222145618372103,1.20242092903243,0.562058258624051,8.388281867703887,33.05368011563837,0.0059687403245515,1.364864034394296,-0.0001227646599519,0.0006990291149434,-3.605793576532514e-06,-2.1869153818094374e-07,-0.0006549947432265,-3.283297075662949e-05,-0.0042653165864727,-0.0006522322663814,-3.108100823076128e-05,-3.0253497064640065e-06,0.0401556532800899,0.2643879280781216,0.0885960082536317,-0.7328685626226008,0.0002248094084443,0.0012801607677572,-0.0001611423836553,0.0001011156595077,0.0002082957141845,0.0017653340817073,0.9669700534254696,0.9553940231859608,0.9349617972980482,1.0000803168592916,1.3257323787861612,0.5842428480007188,1.8233809826688276,0.8498936311684535,1.0910432912931007,-0.0401973485062603,0.9696822800749084,278.35027981180514,13562370
31117,3.6744791325655575,4.803920248818495,41.62205584348561,102.6906251546498,1.6753781134462122,1.093440465395114,0.9406921880555408,0.7484361657013464,0.7616035175289367,0.453799898872647,8.027827530543178,30.45691720432527,0.0105904191063377,1.4210232870337476,-0.0015168652129117,0.0305128131666134,-3.561717069503072e-07,-3.540936079751126e-05,-2.66886396303324e-05,-6.412742536573815e-05,-0.0019026453283579,-0.0045181275965218,-2.190113699149108e-05,-9.545874395070226e-06,0.0644087330535492,0.2402384232383966,0.3675280228693396,-0.5887156257373789,0.0002425142086323,0.0008168756776092,-0.000160997094062,0.0001498077336078,8.049063359662598e-05,0.0006190384197049,0.5974390927435327,1.0973428869325974,0.8808920694326966,1.643338445552124,1.132461882919857,1.0102353236801322,0.6471712225658464,1.2452568428231463,1.203024489494143,-0.0215264560192377,0.99517784029025,277.2473266941027,13771446
33834,7.930231762558782,3.015221886354611,5.384321487629677,85.02679539397346,0.9638458568830618,4.011487666507422,0.5278540176714668,1.7340425097783576,0.9583848385564042,0.2717630592975022,5.423199968941801,32.95616999962457,0.0042714536646427,4.281350646935415,0.0009199490577532,0.0027520156343933,-2.6280101537182144e-06,-5.15084136207164e-05,-5.8958605815295946e-05,-0.0001073621327838,-0.0070521515078281,-0.0017397195013292,-5.117733911458806e-06,-8.857796786971014e-06,0.0305371915001385,0.2312061135434594,0.1009914867555393,-1.4085446737632692,0.000275197514763,0.0008053596385408,-8.262886183761585e-05,3.000046761996296e-05,-0.0002704112794465,0.0021938429334074,0.90410605095803,1.0374180385656633,0.881041045869519,1.7307443997599254,0.7344698622789468,0.850263421483025,1.1497229312429549,1.1728463890176806,0.9073857896860033,-0.0253910068921132,1.1794076635694708,277.0846497479242,14855529
35518,6.2464476237502,5.26519978898444,15.4231452479118,38.19940443319746,1.2078380031089273,2.651508138947439,1.194108121339881,1.8230200485216304,0.4077600122809104,0.345948680314737,8.381381568384263,37.26930018594539,-0.0012299560422604,2.7981574109783858,0.001922838859719,0.0152261265677869,-2.029156034114752e-06,-1.856820875176249e-05,-0.0004143182682516,-6.480248053851998e-05,-0.0045061752100167,-0.0020016309503344,-1.5204902189064548e-05,-1.0754303338050442e-05,0.0153869714411641,0.0365081872614089,0.0055947335938324,-0.8743871887438416,0.0002554835480645,0.0012014659089523,-0.0001723679929441,8.997648509482983e-05,-1.4860764817141712e-05,0.0012076691263539,1.0269929634517296,0.9078618113805264,1.0700070810227171,2.612161974731785,1.8896047012283372,0.7432225939878145,1.4761664170345274,0.8988530040122834,1.1260922956983692,0.0476089682028142,0.9701703502093756,278.4243478063111,15527445
38231,1.877979182615766,4.902145997784338,15.71084013243539,63.43355627199638,0.8192782557876029,1.9037429989245152,0.9942735156661572,1.1312277250879434,0.3480947069239145,0.3100599681441203,7.180711780552974,34.69097947500167,0.0023988398159527,2.044594206569914,0.0021752045361269,0.0059884930660423,-4.305215658926187e-06,-2.0799062294903097e-05,-0.0009597863160375,-3.330509852951897e-05,-9.878052562348194e-05,-0.0038432015793296,-2.7345051629078667e-05,-1.1102289993821962e-05,0.0433900289844227,0.3138554050335029,0.1813142860991465,-0.8988338833271784,0.0002165671164224,0.0011638221461036,-0.0001433633715367,1.976379681161748e-05,-0.0003368389444406,0.0005887121535244,0.8961440083202383,0.903914591425988,0.7802330925245307,0.6834439026721957,1.7697561598528673,0.528271537322484,1.3393131556317943,1.0513507206245711,1.0557906147980616,0.0620567553997808,1.055095805998095,277.82900812270486,16609932
39974,1.5812388093769387,3.1834479513269063,24.335879533659288,63.15079338549534,0.7645608238165709,4.486063796217674,1.3393224432454034,1.5097304005874057,0.3563101922231506,0.3805272433464485,8.740390246659494,30.79091627128265,0.0086295931915795,5.400938395594579,-0.0018727366057862,0.0326457221596886,-1.765828488484354e-07,-1.9186561627516733e-05,-0.000658007299691,-3.825674517303846e-05,-0.0023973818797877,-0.002276721272957,-2.5762364679130615e-05,-1.3022459031702062e-05,0.0290754651015638,1.1095615823402596,0.0465097692031408,-0.910989885700157,0.0002240197082587,0.001480575108952,-0.0001046175784844,-3.03553212197272e-06,7.829470167131048e-05,0.0005184198126324,0.935972337065,0.9565043171612916,0.9101279745633736,1.2662625702893475,1.0250990644443896,1.5608516715941398,0.8706889543545586,1.067351099532212,1.2327268899683703,0.017348633811135,0.9447770439534562,276.2800781897056,17305389
41275,4.116568046746621,4.322628011595279,16.843714930950036,54.80026278048621,1.3190144103588357,2.6778064871776635,1.1160600444899262,1.2669204808482446,0.9540677065965122,0.3713317831599589,6.989250507037394,33.74306691575517,0.0033035162800228,1.2961453674157135,0.002331370654964,0.0091712881500722,-1.435516918856893e-06,-1.8179531556332372e-06,-0.0002237977385817,-5.465298753534756e-05,-0.0066875687446698,-0.0012690452212933,-2.1892805269799596e-05,-6.333236377410667e-06,0.0193593369633315,0.2701775266165751,0.0339897571741507,-1.339286514499635,0.0002543744655639,0.0011329022143809,-9.635208928984436e-05,0.0001385213017178,0.0002371114553414,0.0013266997031752,1.1474468684207315,1.0032040444886232,1.019195946598216,0.99556954967841,0.4254397369580881,1.4849398030388417,1.3101781750616197,1.3272827682692698,1.28112388469369,-0.0225018669754669,1.0686381938252836,279.25658038633327,17824488
