year,solar_erf
1750.5,0.097590262
1751.5,0.079243973
1752.5,0.049166043
1753.5,0.012988284
1754.5,-0.021426608
1755.5,-0.045903927
1756.5,-0.053485812
1757.5,-0.034343893
1758.5,0.017013236
1759.5,0.067512332
1760.5,0.092395267
1761.5,0.086248636
1762.5,0.064158206
1763.5,0.030819754
1764.5,-0.005935226
1765.5,-0.035779147
1766.5,-0.049897677
1767.5,-0.036715182
1768.5,0.019446927
1769.5,0.085593411
1770.5,0.117262601
1771.5,0.109711917
1772.5,0.086779056
1773.5,0.050835306
1774.5,0.010086575
1775.5,-0.025638766
1776.5,-0.046793161
1777.5,-0.042986618
1778.5,0.001646658
1779.5,0.07305054
1780.5,0.115827347
1781.5,0.115671341
1782.5,0.091381229
1783.5,0.054517044
1784.5,0.010991409
1785.5,-0.025701169
1786.5,-0.044999093
1787.5,-0.031301779
1788.5,0.037309598
1789.5,0.117449808
1790.5,0.144626029
1791.5,0.130523099
1792.5,0.112348416
1793.5,0.08156846
1794.5,0.045702713
1795.5,0.00780889
1796.5,-0.026059982
1797.5,-0.051098923
1798.5,-0.063329782
1799.5,-0.060802487
1800.5,-0.042596603
1801.5,-0.012721481
1802.5,0.015421976
1803.5,0.03258262
1804.5,0.034860306
1805.5,0.026311185
1806.5,0.011833841
1807.5,-0.008212912
1808.5,-0.029866525
1809.5,-0.049382858
1810.5,-0.062799362
1811.5,-0.067495138
1812.5,-0.06222214
1813.5,-0.046543551
1814.5,-0.025638766
1815.5,-0.006668454
1816.5,0.004938382
1817.5,0.006685648
1818.5,-0.000662228
1819.5,-0.014063132
1820.5,-0.031379782
1821.5,-0.047978805
1822.5,-0.059398434
1823.5,-0.061800925
1824.5,-0.050178488
1825.5,-0.020240964
1826.5,0.01314429
1827.5,0.037543607
1828.5,0.044953885
1829.5,0.035921146
1830.5,0.016186405
1831.5,-0.010365793
1832.5,-0.035482736
1833.5,-0.051052121
1834.5,-0.048509225
1835.5,-0.015155173
1836.5,0.043861844
1837.5,0.087793094
1838.5,0.099618338
1839.5,0.085936624
1840.5,0.063502982
1841.5,0.03071055
1842.5,-0.004141159
1843.5,-0.034468698
1844.5,-0.053002194
1845.5,-0.054250241
1846.5,-0.041878976
1847.5,-0.029538913
1848.5,-0.017167648
1849.5,-0.004796384
1850.5,0.007528079
1851.5,0.002067874
1852.5,0.001256644
1853.5,-0.008868136
1854.5,-0.022721457
1855.5,-0.031254977
1856.5,-0.033641867
