,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_CH4,ari_N2O,ari_NH3,ari_NOx,ari_OC,ari_Sulfur,ari_VOC,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_Contrails,fscale_CO2,cc_co2_concentration_1750,seed
10711,5.757515612869184,5.352707862831596,13.224623052719426,63.53955100457205,0.8069182733129577,2.586093488490567,1.2462128170771911,1.5624486278228362,0.7511854867921333,0.2723510801925682,6.559128930465127,27.39021248998566,0.0089235562904379,2.944473607106007,0.0014103837738369,0.0209461658362344,-2.767294894143482e-06,-4.392914357618802e-05,-0.0001267891693111,-0.0001059036563125,-0.0037234945774734,-0.0054158213973428,-2.7472457777706395e-05,-1.3527111578111228e-05,0.0063971764444374,61.01846031205462,0.0204349248914273,-0.7022392429604886,0.0002427684714481,0.0012033721457135,1.780771229679029e-05,0.0002769517476869,8.0600399309024e-05,0.0005949813790249,1.1234594546494094,0.928662849085258,1.01001788467644,1.6447400722019696,1.0491609593883202,1.207139473065007,1.317142093788404,-0.0089651686142171,1.0883599443591945,1.2400179856299314,0.9047357193645784,278.1372455232008,5629452
11410,7.608714104675844,3.824954055976768,23.90598996946455,110.52784170848744,1.230816083056686,2.1909633939981035,0.860436642804719,1.1988762627501035,0.9979904572835328,0.3751847854423839,7.096535479699271,36.33077982895754,0.0006498729768166,0.3977285759038516,0.0037544437580468,0.0020420157089119,-1.443882121765952e-07,-5.709756315569644e-05,-0.0004855145600147,-4.1884534148483685e-05,-0.0011758010810962,-0.0018484201505525,-1.639466267731547e-05,-1.4337774965871572e-05,0.0045681863460826,0.0171114761483813,0.0004335056250487,-1.5250240261136228,0.0002148226208325,0.0014514628134763,-0.0001169267579711,5.282911155613935e-05,0.0001511060485845,5.576030423192933e-05,1.0936867929957954,0.9674077545457328,0.9396497539146714,1.3251083515965585,1.351830227206427,0.7494081636088963,0.4880015868692551,0.0090599213111801,0.529798355105739,1.1804007472764608,0.9424572203617408,277.5532492367261,5908353
12390,4.325716790828362,2.3717114563075565,5.238119351704281,138.1772884490857,1.1846819941180122,2.867580487512388,0.8890097832948711,1.3176639798271768,0.7080047117108337,0.0937325087683232,7.2067184817274414,33.76255584274187,0.0018593050874282,1.8179329071434545,0.003676116570748,0.0078606068378324,-3.5231549814769893e-07,-5.4734612374261e-05,-0.0007306473503811,-0.0001308353405575,-0.0004209835623667,-0.0025686384547878,-1.0317898157726038e-05,-8.923875706479511e-06,0.0004918093727631,2.577136546758972e-07,8.931530656495472e-27,-17.225531365480315,0.0002326125391824,0.0009949068260972,-0.0001172635964626,-2.847470467598625e-05,-0.0002857113924837,0.0018820772607804,1.036623105580342,0.8995766429160678,1.1808102973667685,1.1995281495580217,0.5762727075348101,0.93706771724359,1.170769422505008,0.0417215360513754,0.5725833266917539,1.015759666862739,0.9495352492350776,277.72581765523324,6299373
13787,0.9276834303274551,2.2805929338834035,19.90055720390532,77.04474173524031,0.7016597679652254,2.784528456765874,0.9795015372006732,1.1529931179143809,0.4514920924109378,0.1285284104481425,7.615210550459322,35.01506508994981,0.0016209115308978,2.0674475064024724,0.001849455184821,0.0337921027834991,-3.819736653544107e-06,-2.66791207468101e-05,-0.0009913405456866,-3.029005065850873e-05,-0.0063993114814166,-0.003374211195489,-1.9268213939810365e-05,-1.2511725233238007e-05,0.052324850087284,3.2461599291532946e-43,0.7568973796735158,-1.619746846766333,0.0002530997729477,0.0020391783391188,-0.0001321328739205,3.151810252313498e-05,0.0001143927426313,0.0018219309860745,0.7933513353314704,0.960609652628826,0.9497179512668434,1.150284594522493,1.160661480431238,1.0070155354693402,0.497416489867419,-0.0198039903264899,0.7439710569615823,1.092997014869011,0.9776073409933426,280.41276058058924,6856776
15871,1.951387507009601,5.928099064009292,28.71276280219206,219.9063190331737,1.5043830207377102,0.5671188402148974,1.0413250599952515,0.731057142495514,0.2957134729786175,0.5345133753230512,7.859280815809934,34.74340975636336,-5.614831430021151e-05,3.319560771314664,0.0028543838766047,0.0165712752276469,-1.1228501783293512e-06,-6.484545232301743e-05,-0.0007557030281469,-4.34343499075963e-05,-0.0011863352672326,-0.0008946023159725,-2.241682267976756e-05,-3.1981427173451496e-06,0.0049293980727098,5.70243219816662e-12,0.0247468211782701,-1.8263229955732996,0.0001584392647644,0.0013502485593782,-6.969859980204439e-05,0.000179064351711,-8.7167550326899e-05,0.0007151382425786,0.8519955789721072,1.0740290358877698,1.0085292641149763,0.4674897429447517,0.6516546782486616,0.9655522532808996,1.5265300628110454,0.0908876283821638,-0.5020385865499235,1.4348787636603784,0.9947805832863365,277.4349014162436,7688292
20289,8.027874892475209,4.177597051164802,14.630030107325307,95.14832108808773,1.7762114211214248,2.251971628713968,1.058819351617309,1.2246972948575732,1.463680132767649,0.7112812517243418,9.538552273034345,37.667662873216365,-0.0020856357624532,1.0906698087198223,0.0036974880293855,0.0362413309104804,-4.291587528603501e-06,-1.6188061579176737e-05,-0.0005131274466183,-7.566932474448546e-05,-0.0052363007540256,-0.0030045811216463,-2.4554794212400208e-05,-9.54782726344971e-07,0.0059380030524444,0.0002655823152055,0.2726555168376793,-1.2438774137003337,0.0002738723694406,0.0012752912832598,-0.0001098435728654,9.799624202129244e-05,7.420211875856458e-07,0.0006923064402918,1.046697013224313,1.021344073743344,0.9421397560617332,0.5046370422848583,0.848440577615257,0.83287279088718,1.6053049078889257,-0.018425667305333,1.7480679092668618,1.4980577277869327,1.1052719319107345,280.3611452873238,9451074
20338,11.242880199549518,3.378628879009675,11.681970642290828,48.69116328882663,0.8359409625969707,1.660343589329012,1.0531071682802822,1.1326163886106633,0.9193932378593492,0.2196340558990505,7.72912921888028,31.80883009762019,0.0042362834003349,6.073930916677617,-0.0011897430988071,0.0194613808196434,-2.2398616656244167e-06,-5.6832640173620895e-05,-1.217432617007597e-05,-4.312052538641026e-05,-0.001377876080454,-0.0054295585266274,-1.797424924909369e-05,-1.3466669905872445e-05,0.0088799300218909,6.8305351937884975,6.9075471271562565e-18,-1.006219811739949,0.0002217525798347,0.0014376519012162,-8.577841708584541e-06,0.0001045573342379,-4.237334172719991e-05,0.0018887263800691,0.8403636951661816,1.1128451077645107,0.9291648660945157,0.6920163512924113,0.9813487753656108,0.6943947470228936,0.37477057997411,-0.0635826052806192,1.2677431994365926,0.6944272117052,0.9853565446075516,279.55479392560767,9470625
20526,4.199643976450439,3.548899299694069,7.628218589400617,119.69849009793084,1.0010857037771117,3.832092008609146,0.6083459267159934,1.1820455449942084,0.352075680654615,0.5180217881173685,8.540979561738059,30.914956205196443,0.0068991660644865,2.09301676344226,-1.548946783241727e-05,0.0082451137464131,-3.701642182917392e-06,-5.114454750243983e-05,-0.0008810567309892,-1.7906854723259415e-05,-0.006546992418752,-0.0017958312773823,-1.7199059198470964e-05,-1.3810139078970073e-05,0.0032354279045739,9.605070715089412e-17,0.0071180339340123,-3.335838371354209,0.0002572282975741,0.0012524258705589,-4.291413270079721e-05,0.0001237555107075,-0.0002476949555555,0.0004841290559528,1.1163912230866162,0.9942767991679056,1.0212669846396014,0.9590998757070928,1.6151261206208418,0.9618648458107134,1.275856299566281,0.0107860922686437,1.479343683956713,0.9217357868254712,1.040514411043083,278.8418987892585,9545637
21880,9.146441186770872,4.946850018570177,22.25284953493774,60.277197528854565,1.1700971163525136,0.9353423489413368,1.2750265223528878,1.3825838304416067,1.1151957824363867,0.452704876039618,9.15688248925489,38.6201756305214,-0.0030755866460495,-0.1484023537525046,0.0051366216507039,0.0314415973211363,-8.110775922133127e-07,-4.400804769265192e-05,-0.0009629991499188,-4.064273273197355e-05,-0.0015864593391382,-0.0024912049262784,-7.135967568636945e-06,-8.757056511354747e-07,0.0012385463244321,5.423608321269104,1.4427860796181192e-26,-1.02571680175416,0.0002510822919773,0.0016850392814687,-0.0001655679511005,4.092581005526725e-05,0.0001748683964434,0.0007987471625238,1.0452729584945522,0.8087102824820909,1.0364650485811997,2.084024161326456,1.102630294230738,1.119954603100621,0.9949724689187086,0.0589945547537136,1.47832192598606,0.2226911824490638,1.0800897952090054,280.5889714874006,10085883
22812,10.868569968509023,3.202996335624432,25.18798943349588,86.47756978989321,1.626333328267849,2.7124448931865275,1.0851458803703935,0.8342473984283781,1.7279713720416725,0.4621797045850043,7.549736417115184,33.29474941561895,0.0057173278421163,3.034062880860645,-0.0008832429492953,0.0098656046490235,-8.303533871156532e-07,-1.4285818813836398e-06,-3.9562620648413887e-05,-0.0001220710722408,-0.0071345657851122,-0.0023578665539716,-2.3379002675226357e-05,-1.0948169100438036e-05,0.0218891051562201,4.309670662690601e-32,0.0471012121431876,-0.88266688237148,0.0001997793498206,0.0008593110538695,-0.0001329627178171,0.0001272746234502,-0.0001381516057747,0.0018902976905895,1.07920458566721,0.9747370668956812,0.9821383374832952,1.2482660263445646,1.2583671745681633,1.1374762926612212,1.0343707037179928,0.0223232650221778,1.1889746558028342,0.6715524984612739,0.973036580339964,277.03436257096047,10457751
25314,4.37736796395249,6.295357686485915,22.43434745416849,64.97394452127953,1.0565329731885915,1.4152899022836218,0.9879675633244656,1.4061056523450275,0.4177686154074774,0.3352395641855609,6.980277374565407,33.52336031211502,0.0044558359403923,3.571313418280301,-0.0005845561168692,0.0185012382120762,-1.7454048023293117e-06,-3.99924060715896e-05,-0.0004686800219704,-0.0001156365176266,-0.0035663321161153,-0.0020571099665435,-2.910992224657573e-05,-1.502989224601327e-06,1.4888502774441866e-06,9.664938022310275e-06,1.0406093353495863e-06,-4886.40114523338,0.0002171718194962,0.0015791231738875,-1.1272028976833712e-05,0.0001077545914181,-0.0004192774373302,0.000476224498898,0.9264348703897768,1.0662392232312023,0.8753678898258055,1.1573889156766706,0.4948734249882127,0.8661183047121292,0.78366291068328,-0.0496475500382638,1.825440772943115,1.0465347101456404,0.934292532585551,276.9023778975122,11456049
26292,9.577188887547784,4.0410818250720615,4.8058950553632025,67.85499415557666,1.1774969805864823,2.2057304949926286,0.8785707145754691,1.387365181599113,0.9583490282181352,0.3788451126710178,7.127664164974085,31.94499521640921,0.0047189705141706,0.7508576332717476,0.003138128202354,0.0104745417181786,-2.819157692520991e-06,-6.750844153345999e-05,-0.0002418509309942,-5.658123975921662e-05,-0.0052473849479035,-0.0047784808585745,-1.0476219219825169e-05,-6.160572047029453e-06,0.0052176188751479,7701.170700788982,0.0094553271926171,-0.8591012251817719,0.00023338081656,0.0016720386145464,-9.425182586987058e-05,0.0001435793973737,-5.2285526625480655e-05,0.0018115710867483,1.134309970280024,1.0002917894483978,0.996401414633669,0.6623995032046583,-0.0008747992484057,0.9765047818960142,1.0605183041965942,0.1031115510579738,0.9233557715288112,1.3152039939035556,0.9446526670181628,279.32728920879265,11846271
27016,0.8196236920081867,5.826672106027431,51.52140980831999,70.51167304482624,1.2468811076213635,1.771609577638452,1.6484193059856185,1.309371650614228,0.2842098727240019,0.5270570809854951,8.527027870406389,31.735403574237647,0.003934752902313,1.925739103635596,0.003067964545185,0.0295417604871551,-8.753787976891148e-07,-2.397370831505643e-05,-0.0001652564138002,-2.9577872680267275e-05,-0.0026844670407911,-0.0035721014305138,-2.488739333762659e-05,-1.3794245287039571e-06,2.395628037050996e-07,3.4401411560073456e-10,4.979972486374738e-06,-9434.012345111829,0.0002492167776536,0.0013931563763475,-0.0001799732401796,9.62295328648697e-05,6.74768569592276e-05,0.001184966341481,0.9543862673024692,0.9496219274939122,1.114059659301386,1.9530545261344476,0.9676742422317586,0.8463412852176774,1.3600838449978427,0.0842456976322258,0.77153376151747,0.8582443553842573,1.039291605228965,278.8932627725851,12135147
28108,2.211485048707563,3.6476931901598495,16.956566045342456,174.94018591606292,1.0100957211945736,5.351192724874778,0.572377782519436,1.0263650189796365,0.7068768596990125,0.3664476175495805,6.947216800332802,29.21208723895308,0.0073059322317259,1.4530921864586372,0.0023001445953063,0.0316553835605452,-2.162842520810768e-06,-4.068959815502907e-05,-0.0007880030719801,-6.313260462988234e-05,-0.0075920060101148,-0.0043046173614796,-7.860709140566495e-06,-7.096807565977234e-06,0.0103674259937608,26803.43853322193,4.9254732234836805e-11,-0.6905126194639135,0.0002133323544999,0.0006463896966022,-1.8886035022890053e-05,0.0001375940825076,2.1892449457988605e-05,0.0012293298372525,1.0822276355419105,1.0677216403980485,1.099678380881562,1.6391004650337035,1.7555392927000129,0.9673425451895714,0.6252283573961233,-0.0579510654386248,1.3085648227574556,0.9345924110219962,0.9321630584074472,278.6095700364087,12570855
30421,5.699759309927484,3.103356676779001,16.800669470051766,81.25505340847224,1.2140063387067692,2.8151439143676305,0.9293565106972332,0.9031956918167244,1.0010143345635871,0.4474596463283031,5.708135307601973,31.357253318423854,0.0089097045732191,0.7792803704702456,-0.0004831995179682,0.0139784754914412,-4.034679413098846e-06,-2.0095724282550083e-05,-1.998084755719257e-05,-0.0001266708817406,-0.0009786582844024,-0.0014380143180676,-2.3666464840768315e-05,-1.4828555280950933e-05,0.0084836507601302,0.0277667031897601,0.0044232418197978,-1.4198477939713228,0.000290554422644,0.0017004303442918,-6.09594562447008e-06,8.62404287313798e-05,-4.739961648047016e-05,0.0008732806015755,0.9831448929842664,0.9451889972164564,0.9803826006296716,1.0768618646781138,1.0867296392777457,1.1307247625783243,1.3429010528440832,-0.0445531091472612,1.1381314563286256,1.241688907747145,0.8464383233429635,277.0496316074433,13493742
32781,14.254142358218187,2.8996536506414765,15.742798011755928,87.3522733709282,1.7046067175564357,5.153858950317085,1.2031776027013,1.5334801959866005,1.6051862935131735,0.4732781131478447,9.742549690646385,34.9053976123132,0.0013461112910077,2.127686059258696,0.0017856885241171,0.0131479295775471,-1.1981963957421982e-06,-4.985904066104605e-05,-0.0003066536438532,-1.0900047392729709e-05,-0.0055626930136028,-0.0011257326863358,-1.774432778853284e-05,-1.140164422348539e-05,0.0037261436753056,4.962634076877698e-18,0.0009989679768112,-1.9311299127539543,0.000223667173432,0.0012299889287592,-0.0001430379427364,0.0001829997996975,-3.198843036524154e-05,0.0015835877531348,0.9207556194902936,1.044722566639493,1.1744699323162244,0.907738922089276,1.1409680706772665,0.9216351264468996,1.2149471068234925,-0.0247629208296732,0.913272471377783,1.3602437015506048,1.117788248361515,279.85200836392704,14435382
38658,4.267402932490755,3.0497271364412564,22.134504043114223,77.49861299918368,1.1025275305471407,2.787551709636055,0.5689650603606993,0.957884987467578,0.1854061154184707,0.1660386011072359,6.424536773625008,39.60509791587783,-0.0013961476724468,2.317167790878827,0.0015967066566105,0.0077002424369907,-3.7867268434209616e-06,-5.228012788842791e-06,-0.0003224375749857,-0.0001221821639401,-0.0027612969688969,-0.0050292111838784,-9.241985354111024e-06,-7.344109695940106e-06,0.0071967717057408,0.0011621702401495,0.2853834756736562,-2.0474852090451074,0.0002384378951047,0.0015803963459509,3.5775771382414e-05,5.480720896947276e-05,-0.0003453924984511,0.0020617647024868,1.0856693654237657,0.9004783445783099,1.1759063577724496,1.5919868266746011,1.059103641479114,0.6965358323493819,0.7724066603402515,-0.0283377039757477,0.4076385202288529,0.8807799605566031,0.895590363222922,275.9501709378075,16780305
38942,8.295485514753342,3.880433035407852,10.030450093679914,56.33215467848473,0.815499824303321,3.5643409207413512,1.0048915318730651,1.8745589347376712,1.0415207548730172,0.5600904989704985,6.551514546037079,32.492698018572035,0.0026177947184273,4.585430543701738,0.0010992078925157,0.0055881924022598,-2.4525819131544297e-06,-1.3908686920965194e-05,-0.0003056619509106,-8.049507815454252e-05,-0.0068649181031966,-0.000135714777818,-9.63186045706487e-06,-2.415199724351923e-06,0.0097170175895391,0.3322779864240391,2.1822964181546207e-16,-1.361034375105223,0.0002624626006603,0.0012322891421006,5.195974502645822e-06,7.256385364174439e-05,0.0001157785487746,0.0006701253768523,1.1617884531735567,0.9360228306726815,0.9192493350355164,1.3329378286542832,0.765379633361585,1.0136359459257964,1.0227281437568074,-0.0369213960734609,1.2857827325884497,2.0145613603391874,0.9041821092470927,277.6531612767892,16893621
43053,3.3997917884131086,4.864634777162822,8.67503479388402,93.94399532165896,1.2310894007277504,1.6084067087067435,0.8963336260953717,1.270810651746641,0.688153633385584,0.1475995683119738,6.636735355352336,29.478793678696665,0.0069413776033022,2.476289538228995,0.0018556109283122,0.0196991140879738,-3.0307765570650795e-06,-4.227958302647941e-05,-8.776110973545315e-05,-4.230731773088923e-05,-0.0051965883089727,-0.0010592749559193,-1.6951060534437042e-05,-4.774903852439722e-06,0.0740903887404713,2.0197371657815937e-35,3.9570290034148153e-13,-0.3890274181506858,0.0002156642204668,0.0015584939002312,-0.0001388791654207,0.0002686561939998,7.146796374839863e-05,0.0003203032484648,0.9379149368371332,1.1245567397450862,1.0530695959041505,1.2664833586456403,1.4084968099743684,0.8500378674774142,1.2775567048025396,-0.0351994453031138,0.5553224767875428,1.624489175665109,0.9105542618257028,277.85514406383624,18533910
