,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.006982098125123,0.00025409931346561917,-0.002518132989841998,0.0016192635337866682,-5.327376396764164e-06,-0.000722664594975438,-0.040799999999999406
