sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
625,REMIND 2.1,CEMICS_opt_2C,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,235.83082799,,200.62184554,,180.59742664,,178.49533583,180.09862957,185.2776737,189.6944107,193.33719983,3
625,REMIND 2.1,CEMICS_opt_2C,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,231.82190847,,193.67209676,,172.54455795,,172.32968825,174.63725891,179.00717468,182.68673713,185.13758766,4
625,REMIND 2.1,CEMICS_opt_2C,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,196.51869927,,162.1635839,,141.00648086,,140.73391386,143.03498627,147.44177293,151.19376642,153.74038597,5
625,REMIND 2.1,CEMICS_opt_2C,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,192.6177299,,159.04071872,,138.98477042,,138.49037312,140.41670866,144.31133673,147.56721211,149.74107156,6
625,REMIND 2.1,CEMICS_opt_2C,Emissions|BC,,,,,,,,,,,,,,,,8.5005,,,,,8.971,,,,,9.0987,,,,,8.7695,8.5289,8.4455,7.4373,6.0882,4.8791,3.8149,3.6293,3.4931,3.3018,3.2089,3.0585,2.9581,10
625,REMIND 2.1,CEMICS_opt_2C,Emissions|CO,,,,,,,,,,,,,,,,790.4393,,,,,833.493,,,,,847.8847,,,,,795.7473,770.5989,741.6009,667.5394,584.4073,515.9371,457.9965,460.7169,466.725,475.6549,483.3021,477.667,473.6846,11
625,REMIND 2.1,CEMICS_opt_2C,Emissions|CO2,,,,,,,,,,,,,,,,34278.4908,,,,,37322.5936,,,,,38825.6388,,,,,39074.5141,35738.1137,33180.4189,27670.6758,22073.2979,17210.4872,12771.69,8918.8485,5400.0761,753.5817,0,0,0,12
625,REMIND 2.1,CEMICS_opt_2C,Emissions|N2O,,,,,,,,,,,,,,,,9892.6908,,,,,10581.7094,,,,,11755.3362,,,,,12705.295,12503.8673,12774.6414,12716.3816,12453.4251,12262.2289,11885.9058,11679.8682,11730.5304,11866.5816,11647.9301,11085.4487,10650.6383,14
625,REMIND 2.1,CEMICS_opt_2C,Emissions|NH3,,,,,,,,,,,,,,,,1.2238,,,,,1.261,,,,,1.3064,,,,,1.3889,1.4044,1.4646,1.3064,1.1309,1.0011,0.8717,0.8354,0.8052,0.7575,0.7258,0.6357,0.5838,15
625,REMIND 2.1,CEMICS_opt_2C,Emissions|NOx,,,,,,,,,,,,,,,,111.4259,,,,,121.2674,,,,,121.7867,,,,,117.1656,113.9219,111.8599,98.5109,83.5404,70.1651,57.8058,56.0604,54.6566,52.8006,52.1109,48.619,46.243,16
625,REMIND 2.1,CEMICS_opt_2C,Emissions|OC,,,,,,,,,,,,,,,,31.3144,,,,,31.0274,,,,,31.0092,,,,,28.5809,27.6606,26.7344,24.9492,23.1351,21.7962,20.7406,20.7368,20.8312,20.933,20.9758,20.5764,20.2939,17
625,REMIND 2.1,CEMICS_opt_2C,Emissions|Sulfur,,,,,,,,,,,,,,,,89.0087,,,,,94.6744,,,,,88.0872,,,,,80.1987,71.7423,63.8767,47.826,34.0678,26.318,20.6454,19.6614,18.5271,16.8808,16.3338,15.3963,14.601,19
625,REMIND 2.1,CEMICS_opt_2C,Emissions|VOC,,,,,,,,,,,,,,,,123.7953,,,,,128.7708,,,,,131.7083,,,,,128.9048,127.4406,125.8204,115.5965,103.8516,93.1286,83.284,81.7572,80.807,79.1208,78.1045,75.6861,73.7166,20
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,406.11342363,,472.12279648,,520.74325658,,563.42730385,581.07493068,575.07125344,547.30883118,519.05416587,1
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,259.29315147,,253.99836852,,255.28845343,,274.25501017,283.196329,281.82112476,270.79528333,259.21567053,2
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,257.83363243,,252.66765738,,253.88617512,,272.84761856,281.78450463,280.39598124,269.33376335,257.68448545,3
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,250.41568979,,222.54322815,,192.22097461,,196.4701435,199.02985304,199.50691845,197.46643342,195.83877943,4
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,215.15027428,,191.12505012,,160.83170213,,165.07917242,167.68585007,168.25357012,166.34410293,164.88169008,5
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,211.04630819,,187.49488394,,157.89329749,,161.4875083,163.63535774,164.09637751,162.34182034,161.07885327,6
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|BC,,,,,,,,,,,,,,,,8.5008,,,,,8.9713,,,,,9.0987,,,,,8.7237,8.7802,8.8511,7.9556,6.764,5.507,4.1663,3.9351,3.738,3.4056,3.2077,3.1139,3.123,10
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|CO,,,,,,,,,,,,,,,,790.4261,,,,,833.4913,,,,,847.8847,,,,,791.3683,778.9706,759.1101,693.2634,617.4697,543.1387,470.0323,457.2361,446.1587,428.3519,419.3934,422.2136,442.4074,11
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|CO2,,,,,,,,,,,,,,,,34278.4908,,,,,37310.3912,,,,,39008.2244,,,,,40484.0756,43868.2549,47936.2934,50803.9132,52092.3029,53611.459,55075.1098,56597.7547,57439.0126,56467.8118,52693.4222,46531.9978,40838.5992,12
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|N2O,,,,,,,,,,,,,,,,9892.6908,,,,,10582.2852,,,,,11759.2442,,,,,12992.5043,14188.8995,15321.7682,16234.5453,17043.7349,17646.2279,18111.2683,18266.1216,18267.3787,18345.1351,18430.3705,18191.6035,18089.3317,14
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|NH3,,,,,,,,,,,,,,,,1.2238,,,,,1.261,,,,,1.3064,,,,,1.3405,1.4334,1.487,1.3572,1.2089,1.0877,0.9028,0.8657,0.8351,0.7499,0.6955,0.6525,0.6176,15
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|NOx,,,,,,,,,,,,,,,,111.4475,,,,,121.2828,,,,,121.7867,,,,,117.1003,119.3695,121.4862,114.4544,102.4409,89.3552,73.3811,72.6544,71.8117,67.5184,62.5493,58.0775,54.1522,16
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|OC,,,,,,,,,,,,,,,,31.3146,,,,,31.0276,,,,,31.0092,,,,,28.3821,27.7097,26.8627,25.1444,23.3981,21.8593,20.4762,19.8293,19.2665,18.4912,18.1035,18.1972,18.9072,17
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|Sulfur,,,,,,,,,,,,,,,,89.0398,,,,,94.73,,,,,88.0872,,,,,82.9937,81.3269,81.182,72.7522,61.848,50.9297,39.0485,38.7901,38.2028,35.6139,31.8042,27.1934,22.9777,19
626,REMIND 2.1,LeastTotalCost_Base_brkLR15_SS,Emissions|VOC,,,,,,,,,,,,,,,,123.794,,,,,128.7706,,,,,131.7083,,,,,128.178,128.0063,126.6656,117.0732,105.8113,94.6324,83.3996,80.0871,77.2154,72.0065,68.266,66.9781,68.1891,20
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,407.29112938,,476.86564062,,531.33105182,,576.20273458,597.5705759,594.3322059,564.20088112,532.06192812,1
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,259.52232581,,255.32773691,,257.53438239,,276.32230979,286.09217364,285.4053887,273.53818767,260.38489941,2
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,258.06308148,,254.00384166,,256.15518906,,274.95068812,284.71637818,284.02355215,272.14083192,258.95484715,3
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,250.59659869,,223.09176489,,191.96813168,,195.3843181,197.18813634,197.38865449,195.37227069,193.66674886,4
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,215.33118317,,191.67358686,,160.5788592,,163.99334702,165.84413338,166.13530616,164.24994019,162.7096595,5
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,211.23813764,,188.05020005,,157.6971138,,160.58886572,162.11624163,162.40406933,160.7310553,159.4342093,6
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|BC,,,,,,,,,,,,,,,,8.4986,,,,,8.9749,,,,,9.0987,,,,,8.7116,8.7573,8.8412,7.9555,6.7594,5.506,4.1738,3.9363,3.73,3.3777,3.163,3.0559,3.0618,10
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|CO,,,,,,,,,,,,,,,,790.368,,,,,833.4919,,,,,847.8847,,,,,790.9676,778.5684,759.5403,694.6315,619.5365,545.9837,472.9619,460.4723,449.4205,431.2939,422.0819,424.1784,444.1,11
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|CO2,,,,,,,,,,,,,,,,34278.4908,,,,,37340.448,,,,,39028.936,,,,,40498.1566,43866.2275,48054.6239,51147.193,52755.6008,54742.0205,56687.6503,58491.1891,59529.8485,58800.0305,54715.4097,47720.0301,41193.3716,12
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|N2O,,,,,,,,,,,,,,,,9892.6908,,,,,10582.6762,,,,,11759.9497,,,,,12992.8057,14188.1293,15323.9627,16240.0201,17053.0517,17661.1755,18130.3216,18289.6415,18294.8229,18368.4852,18442.5937,18194.3823,18087.3063,14
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|NH3,,,,,,,,,,,,,,,,1.224,,,,,1.261,,,,,1.3064,,,,,1.3406,1.4342,1.4901,1.3639,1.2204,1.1043,0.9216,0.8866,0.8585,0.775,0.7179,0.6681,0.629,15
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|NOx,,,,,,,,,,,,,,,,111.456,,,,,121.2717,,,,,121.7867,,,,,117.0209,119.3081,121.7896,115.0888,103.2518,90.1571,73.7324,72.8185,71.7165,66.9967,61.6478,56.9363,53.0401,16
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|OC,,,,,,,,,,,,,,,,31.3121,,,,,31.0258,,,,,31.0092,,,,,28.3789,27.7034,26.8646,25.1564,23.4174,21.892,20.5148,19.8685,19.3018,18.5137,18.1137,18.1972,18.9079,17
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|Sulfur,,,,,,,,,,,,,,,,88.8991,,,,,94.539,,,,,88.0872,,,,,83.0724,81.3067,81.2466,72.9581,62.1198,51.3358,39.2498,38.7577,37.8285,34.6538,30.4288,25.8675,22.0914,19
627,REMIND 2.1,LeastTotalCost_Base_brkSR15_SS,Emissions|VOC,,,,,,,,,,,,,,,,123.7851,,,,,128.778,,,,,131.7083,,,,,128.1089,127.949,126.7477,117.2901,106.122,94.9959,83.7129,80.3712,77.4624,72.1698,68.3605,66.9567,68.1126,20
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,329.84535889,,322.98477272,,318.91314272,,313.6403787,312.62570168,314.00450197,315.65223536,316.30824524,1
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,228.75293039,,196.57054273,,179.53973101,,178.1514939,179.16348326,181.87959328,184.2268767,185.68665097,2
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,227.26211911,,195.23738833,,178.16558495,,176.83422815,177.8895462,180.60407163,182.95632985,184.41769303,3
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,224.65725974,,189.94157697,,171.41820091,,171.64716668,173.32565492,176.29049977,178.79141658,180.43512337,4
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,189.35405054,,158.43306412,,139.88012382,,140.05139229,141.72338228,144.72509802,147.29844587,149.03792168,5
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,185.54443706,,155.42571517,,137.93943181,,137.90910971,139.24528165,141.81895869,143.95808646,145.3445533,6
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|BC,,,,,,,,,,,,,,,,8.5009,,,,,8.9712,,,,,9.0987,,,,,8.7674,8.2644,7.8863,6.8119,5.6582,4.6526,3.7429,3.5843,3.474,3.3026,3.1805,3.0239,2.9177,10
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|CO,,,,,,,,,,,,,,,,790.4612,,,,,833.5069,,,,,847.8847,,,,,795.6119,760.0369,719.1439,641.6156,567.7382,506.4365,452.9489,456.5731,463.5145,473.9765,479.9509,473.8313,469.1819,11
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|CO2,,,,,,,,,,,,,,,,34278.4908,,,,,37321.6749,,,,,38814.5303,,,,,39052.304,31013.3871,25325.4999,19929.1392,16196.6435,13434.1259,10335.7382,7448.8563,5057.575,1799.0274,-260.3956,-2132.4584,-4952.1884,12
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|N2O,,,,,,,,,,,,,,,,9892.6908,,,,,10581.5773,,,,,11755.2313,,,,,12699.2061,11970.8369,12171.6835,11917.5383,11520.8856,11530.2244,11512.4591,11680.0869,11758.1834,11752.171,11494.6049,11134.4129,10957.3447,14
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|NH3,,,,,,,,,,,,,,,,1.2238,,,,,1.261,,,,,1.3064,,,,,1.3884,1.4062,1.4192,1.257,1.12,0.9755,0.8561,0.8224,0.7946,0.7508,0.6755,0.6245,0.5709,15
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|NOx,,,,,,,,,,,,,,,,111.4281,,,,,121.2692,,,,,121.7867,,,,,117.1224,108.7974,102.8416,90.248,77.6565,66.0512,55.5649,54.4014,53.628,52.6504,49.8211,47.1039,44.3292,16
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|OC,,,,,,,,,,,,,,,,31.3148,,,,,31.0277,,,,,31.0092,,,,,28.579,27.5582,26.4442,24.6416,22.9502,21.7045,20.7093,20.7166,20.8183,20.9264,20.9553,20.5509,20.264,17
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|Sulfur,,,,,,,,,,,,,,,,89.0138,,,,,94.6824,,,,,88.0872,,,,,80.1388,61.7566,50.0346,37.4467,30.1066,24.8088,19.9371,19.1386,18.2315,16.885,15.7889,14.8423,14.0122,19
628,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP,Emissions|VOC,,,,,,,,,,,,,,,,123.7957,,,,,128.771,,,,,131.7083,,,,,128.8832,126.7982,123.9576,113.4283,102.0369,91.6588,82.2994,80.8741,80.1293,78.8279,77.4029,74.9952,72.9187,20
629,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,346.05965529,,339.02536747,,334.16563422,,327.67862181,325.30190727,325.77329635,325.81609996,324.3015306,1
629,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,235.17680484,,201.78637256,,182.7218135,,181.13106838,182.31693544,184.9187911,186.85789646,187.6368122,2
629,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,233.69676234,,200.45882269,,181.38123792,,179.82159594,181.02804649,183.64459549,185.5938585,186.36952502,3
629,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,230.05038148,,193.65526134,,172.53029579,,172.63093087,174.5624793,177.49096135,179.72061085,180.83395628,4
629,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,194.74717228,,162.14674849,,140.9922187,,141.03515648,142.96020666,145.92555961,148.22764014,149.4367546,5
