sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,208.25044829,,194.58222779,,185.21787693,,194.8715427,198.22620477,198.71986113,199.21284378,202.62611271,6
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|BC,,,,,,,,,,,6.9080729863,,,,,7.0515210658,,,,,7.0969671227,,,,,,,,,,6.0399257996,,5.0641166993,,4.130370466,,3.4015541668,,2.9050839258,2.3736755027,1.8697850108,1.4648320739,1.3823147895,10
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|CO,,,,,,,,,,,859.4526526415,,,,,892.3366765744,,,,,861.1360921187,,,,,,,,,,771.7075256174,,666.5803727488,,531.2555878686,,431.3260052949,,352.3428631778,286.6261919876,219.3857786791,172.8895151582,151.7745838421,11
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|CO2,,,,,,,,,,,31667.9081809384,,,,,35933.0696922335,,,,,38542.0181412591,,,,,,,,,,42471.8962208013,,32882.012140723,,22981.1565740988,,10308.7684081557,,-355.9395028536,-6047.5874374851,-10606.942720543,-14502.0663228427,-16197.2070238096,12
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|N2O,,,,,,,,,,,7797.7226552341,,,,,8252.0778434241,,,,,8725.522277545,,,,,,,,,,9701.2906915986,,9870.6218235159,,9321.9268636105,,8717.2276096871,,8055.2719852069,7237.1462297942,6764.4226909008,6300.9050086754,5981.8178110965,14
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|NH3,,,,,,,,,,,52.2130302073,,,,,54.2674846776,,,,,56.0402333224,,,,,,,,,,49.7070848958,,46.3186641086,,42.2915548227,,37.6873140803,,33.9205656827,30.6441955853,27.6901524996,25.1844690721,23.4915560804,15
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|NOx,,,,,,,,,,,112.1667334322,,,,,119.5270866436,,,,,114.360052795,,,,,,,,,,107.8899350318,,93.4438276688,,76.8291432676,,64.5510055163,,58.5425035219,53.5169463947,49.6075401973,45.3481300964,42.0552286262,16
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|OC,,,,,,,,,,,34.5435173558,,,,,33.9933613163,,,,,33.3069010958,,,,,,,,,,29.5961471233,,24.7018206194,,20.4006874562,,17.4223957792,,14.5165426408,11.6588800738,8.7382786242,6.6202546131,5.9303872127,17
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|Sulfur,,,,,,,,,,,92.1541825472,,,,,108.5628475566,,,,,99.9469385121,,,,,,,,,,74.3055446939,,48.2292495026,,33.7116062856,,25.3131106817,,22.371739385,20.6546181173,18.9753132879,16.2984068655,14.4361987608,19
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,Emissions|VOC,,,,,,,,,,,190.7659283536,,,,,196.4786927274,,,,,189.8171298779,,,,,,,,,,176.6444781482,,161.1052207371,,137.1897070014,,117.2787267353,,101.5844409871,88.6234280116,75.9455267243,66.5890015877,63.3343913111,20
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,386.7052636,,429.24434982,,460.88377412,,484.463078,496.03970084,493.50967374,480.01369804,461.19843285,1
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,262.95047614,,255.40352784,,253.53565165,,269.50155396,278.75776999,285.48649716,288.46170758,287.07351506,2
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,261.55868993,,254.10200105,,252.19828805,,268.13308986,277.37306604,284.09971847,287.08491292,285.72366088,3
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,256.6606985,,240.34431168,,231.91621203,,248.54988765,258.25358436,265.10179947,269.00627781,270.04751308,4
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,219.22767234,,206.39704494,,198.59838274,,215.08733435,225.33725814,233.10097234,238.27055017,240.6896717,5
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,213.45330972,,200.91454619,,194.43889135,,210.18122529,219.67329977,226.73521525,231.07132841,232.59790316,6
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|BC,,,,,,,,,,,6.9080729863,,,,,7.0515210658,,,,,7.0969671227,,,,,,,,,,6.0399257996,,5.508704385,,4.8514663159,,3.9627449693,,3.2468962583,2.6490021388,2.1427954111,1.8018809197,1.7417606264,10
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|CO,,,,,,,,,,,859.4526526415,,,,,892.3366765744,,,,,861.1360921187,,,,,,,,,,771.7075256174,,703.3909594109,,621.0298644274,,488.6914171207,,393.039523169,323.8562517871,258.6046263157,222.2192285533,203.3204348418,11
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|CO2,,,,,,,,,,,31667.9081809384,,,,,35933.0696922335,,,,,38542.0181412591,,,,,,,,,,42471.8962208013,,40585.4975678547,,37805.28897678,,29636.9782961886,,16734.8763110833,5374.6521120357,-1171.0737549841,-7626.0842820901,-10782.1131040543,12
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|N2O,,,,,,,,,,,7797.7226552341,,,,,8252.0778434241,,,,,8725.522277545,,,,,,,,,,9701.2906915986,,10344.9928877762,,10484.5492864594,,9814.5303720596,,9379.5911207529,8886.5335466013,8003.9011503086,7623.0755774346,7228.8240112627,14
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|NH3,,,,,,,,,,,52.2130302073,,,,,54.2674846776,,,,,56.0402333224,,,,,,,,,,49.7070848958,,50.4378731519,,49.1372332626,,45.32809708,,42.7364450709,37.9869079481,34.3724065264,31.7032399272,29.3200433901,15
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|NOx,,,,,,,,,,,112.1667334322,,,,,119.5270866436,,,,,114.360052795,,,,,,,,,,107.8899350318,,99.2546839229,,87.5294781054,,73.030263297,,64.1736039758,59.2395965051,55.6892527125,51.3970165727,47.0944219271,16
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|OC,,,,,,,,,,,34.5435173558,,,,,33.9933613163,,,,,33.3069010958,,,,,,,,,,29.5961471233,,25.7871019045,,22.3910993041,,18.7788467327,,15.8677003051,13.2020402421,10.4787546514,8.7895634032,8.2518007966,17
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|Sulfur,,,,,,,,,,,92.1541825472,,,,,108.5628475566,,,,,99.9469385121,,,,,,,,,,74.3055446939,,62.8803015258,,48.8744091754,,36.2923447208,,28.217938423,22.7473090856,21.0450087941,19.5111934521,18.0697180696,19
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Emissions|VOC,,,,,,,,,,,190.7659283536,,,,,196.4786927274,,,,,189.8171298779,,,,,,,,,,176.6444781482,,166.1486147568,,152.5527913316,,128.3695424074,,111.1327345312,98.0762288394,84.3391907795,75.3245590135,72.0091613673,20
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Baseline_CLE,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,374.53269352,,409.50664753,,429.66948942,,438.07174184,426.55576045,407.30741583,385.42622254,377.93034247,1
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_tech,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,256.29407425,,244.14271774,,238.75885378,,248.26559574,249.51684662,246.37697528,241.44827728,243.424432,2
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_explore,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,254.90969623,,242.84884279,,237.43502176,,246.92677427,248.19505762,245.07731774,240.19107174,242.20166548,3
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_struc,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,251.21143326,,232.69220902,,220.95190198,,230.40081849,233.62293611,232.55063864,232.26365551,237.07902652,4
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_behavior,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,214.37997982,,199.54000743,,188.53340252,,198.3651454,203.17511982,204.49467709,205.88555697,211.66259772,5
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_develop,307.7310452422,300.2077538677,296.6451750221,296.9886051381,296.3477948041,294.2140876433,294.4524696853,293.6291593398,294.2059236394,294.5221417831,295.2255311248,296.4357364436,296.9939289545,302.9285600223,310.7628314768,318.2385912049,320.2603900363,322.4476753697,325.4856714069,324.2253810579,325.008550621,329.5352440911,334.5746687677,337.2629418071,338.7983588928,341.4712744875,342.7749079159,347.0289385346,354.2432371449,357.894529334,358.92778941,,208.65450347,,194.19267639,,184.48778002,,193.64884408,197.73893489,198.38601823,199.00424519,203.91830643,6
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|BC,,,,,,,,,,,6.9080729863,,,,,7.0515210658,,,,,7.0969671227,,,,,,,,,,6.0399257996,,5.039887914,,4.106684569,,3.3820935593,,2.8978814342,2.3610259054,1.8686541941,1.4588376157,1.4188299839,10
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|CO,,,,,,,,,,,859.4526526415,,,,,892.3366765744,,,,,861.1360921187,,,,,,,,,,771.7075256174,,665.1695159954,,529.2852816202,,429.850531273,,351.6771896635,286.2461088555,219.1654539898,172.7837386208,154.65968372,11
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|CO2,,,,,,,,,,,31667.9081809384,,,,,35933.0696922335,,,,,38542.0181412591,,,,,,,,,,42471.8962208013,,32809.927412745,,22730.6896603738,,10249.4659321332,,-748.7664726466,-6252.7757677487,-10811.2708011611,-14730.2643709292,-16338.793524018,12
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|N2O,,,,,,,,,,,7797.7226552341,,,,,8252.0778434241,,,,,8725.522277545,,,,,,,,,,9701.2906915986,,9850.1565353254,,9296.6372077812,,8701.1621263264,,8056.7683514913,7235.889865874,6763.727169526,6298.3465867499,6002.9256181851,14
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|NH3,,,,,,,,,,,52.2130302073,,,,,54.2674846776,,,,,56.0402333224,,,,,,,,,,49.7070848958,,46.3138211703,,42.2892014659,,37.6851277229,,33.9246358083,30.6488825157,27.6910539,25.1841568609,23.5838446311,15
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|NOx,,,,,,,,,,,112.1667334322,,,,,119.5270866436,,,,,114.360052795,,,,,,,,,,107.8899350318,,92.2201283638,,75.7868084329,,63.1758537707,,57.642012293,53.1170891418,49.062564796,44.7314057465,42.2215210736,16
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|OC,,,,,,,,,,,34.5435173558,,,,,33.9933613163,,,,,33.3069010958,,,,,,,,,,29.5961471233,,24.692740533,,20.391127639,,17.411457888,,14.5114966951,11.6424790994,8.7323707102,6.6139708063,6.1527657749,17
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|Sulfur,,,,,,,,,,,92.1541825472,,,,,108.5628475566,,,,,99.9469385121,,,,,,,,,,74.3055446939,,47.9051944598,,33.3579143981,,24.7810924739,,22.1783866672,20.6698731765,18.9032000642,16.1717419075,14.1333641844,19
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|VOC,,,,,,,,,,,190.7659283536,,,,,196.4786927274,,,,,189.8171298779,,,,,,,,,,176.6444781482,,160.6371508435,,136.8562252888,,116.9512944415,,101.3703215851,88.4016313363,75.8752675571,66.5304521475,63.819470434,20
