sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,5.039887914,,4.106684569,,3.382093559,,2.897881434,2.361025905,1.868654194,1.458837616,1.418829984,10
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,665.169516,,529.2852816,,429.8505313,,351.6771897,286.2461089,219.165454,172.7837386,154.6596837,11
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,32809.92741,,22730.68966,,10249.46593,,-748.7664726,-6252.775768,-10811.2708,-14730.26437,-16338.79352,12
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,9850.156535,,9296.637208,,8701.162126,,8056.768351,7235.889866,6763.72717,6298.346587,6002.925618,14
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,46.31382117,,42.28920147,,37.68512772,,33.92463581,30.64888252,27.6910539,25.18415686,23.58384463,15
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,92.22012836,,75.78680843,,63.17585377,,57.64201229,53.11708914,49.0625648,44.73140575,42.22152107,16
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,24.69274053,,20.39112764,,17.41145789,,14.5114967,11.6424791,8.73237071,6.613970806,6.152765775,17
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,47.90519446,,33.3579144,,24.78109247,,22.17838667,20.66987318,18.90320006,16.17174191,14.13336418,19
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,160.6371508,,136.8562253,,116.9512944,,101.3703216,88.40163134,75.87526756,66.53045215,63.81947043,20
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,5.517392496,,4.810594084,,3.957356372,,3.247954956,2.677115426,2.163488948,1.756405518,1.705724156,10
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,702.1973267,,609.8222528,,490.923168,,395.8364162,325.7683511,261.2987398,222.2378881,201.726807,11
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,39869.24859,,36734.39914,,30540.20977,,18301.84714,6272.07353,-279.8759938,-7202.18083,-10743.3292,12
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,10329.01434,,10412.24277,,9870.221846,,9431.846581,8900.922795,8042.821761,7625.326904,7213.362226,14
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,50.43587878,,49.11846698,,45.35781119,,42.75986469,37.99502903,34.39159241,31.70493127,29.3082144,15
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,98.14934605,,85.93189006,,75.21062044,,65.94999491,60.51691989,56.69151818,50.90991325,46.80130967,16
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,25.83371508,,22.3630985,,18.77925982,,15.85797546,13.20649968,10.49219246,8.747167439,8.179412278,17
