,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,9.997894168599265,0.00025409931346601934,-0.002511067439845722,0.0016192635336817222,-5.327376397575702e-06,-0.0007226645949509321,-0.04079999999991541
