sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_tech_MCLE20,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,300.62,,302.19,,317.10,,328.26,323.10,314.93,305.41,302.31
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_tech_MC20_100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,275.41,,285.33,,302.25,,313.62,309.15,301.76,293.23,290.70
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_tech_MCGT100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,272.88,,283.37,,300.81,,312.49,308.21,300.95,292.49,289.99
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_explore,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,271.64,,282.22,,299.63,,311.28,307.03,299.78,291.37,288.90
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_fossil,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,268.02,,271.55,,281.21,,292.91,291.96,287.22,282.79,283.39
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_behavior,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,247.08,,214.61,,204.38,,214.24,213.81,210.89,209.08,211.43
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_fair,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,251.65,,226.73,,220.03,,231.48,232.46,230.28,229.32,232.30
598,MESSAGEix-GLOBIOM_GE,SSP2_int_lc_50,MFR_develop,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,237.43,,195.14,,182.97,,190.88,189.25,185.43,183.29,185.00
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,Baseline_CLE,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,386.75,,429.34,,461.10,,484.62,496.17,493.63,480.11,461.27
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_tech_MCLE20,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,306.97,,312.26,,332.63,,354.69,366.49,370.24,367.38,358.93
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_tech_MC20_100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,280.31,,293.93,,316.77,,338.68,350.38,354.33,351.92,344.34
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_tech_MCGT100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,277.76,,291.63,,314.89,,337.08,349.02,353.18,350.92,343.45
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_explore,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,276.51,,290.47,,313.69,,335.85,347.77,351.93,349.68,342.23
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_fossil,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,271.61,,276.71,,293.39,,316.26,328.64,332.93,331.60,326.55
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_behavior,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,250.23,,217.76,,214.04,,233.71,244.64,248.71,248.53,246.08
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_fair,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,254.87,,230.29,,230.36,,252.20,264.84,270.13,271.07,269.69
599,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_15,MFR_develop,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,240.40,,197.13,,191.08,,208.03,216.97,219.51,218.13,215.06
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,Baseline_CLE,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,374.58,,409.60,,429.89,,438.23,426.68,407.42,385.52,378.00
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_tech_MCLE20,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,300.90,,301.20,,313.85,,323.32,321.66,313.88,304.20,303.40
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_tech_MC20_100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,276.07,,284.49,,299.54,,309.23,308.06,301.01,292.32,291.88
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_tech_MCGT100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,273.56,,282.55,,298.13,,308.12,307.14,300.21,291.59,291.18
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_explore,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,272.32,,281.40,,296.94,,306.92,305.96,299.04,290.47,290.09
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_fossil,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,268.62,,271.23,,280.45,,290.39,291.38,286.52,282.54,284.96
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_behavior,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,247.68,,214.30,,203.62,,211.72,213.23,210.18,208.84,213.00
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_fair,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,252.26,,226.42,,219.27,,228.97,231.88,229.58,229.08,234.17
600,MESSAGEix-GLOBIOM_GE,SSP2_int_mc_50,MFR_develop,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,238.03,,194.82,,182.18,,188.34,188.65,184.71,183.04,186.37
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Baseline_CLE,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,384.66,,425.81,,462.09,,485.14,493.93,493.57,478.33,457.61
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_tech_MCLE20,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,305.87,,310.94,,332.78,,354.04,363.88,367.62,364.50,355.96
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_tech_MC20_100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,279.33,,292.92,,316.96,,337.98,347.51,351.26,348.77,341.31
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_tech_MCGT100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,276.79,,290.67,,315.04,,336.35,346.08,350.06,347.76,340.42
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_explore,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,275.54,,289.50,,313.84,,335.12,344.83,348.80,346.52,339.20
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_fossil,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,270.75,,275.86,,293.25,,314.81,323.45,328.99,328.88,324.74
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_behavior,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,249.37,,216.92,,213.90,,232.26,239.44,244.74,245.79,244.26
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_fair,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,254.02,,229.45,,230.22,,250.75,259.64,266.15,268.34,267.87
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,MFR_develop,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,239.54,,196.29,,190.93,,206.60,211.83,215.58,215.44,213.26
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Baseline_CLE,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,373.61,,411.65,,435.75,,447.58,432.03,412.79,390.55,377.77
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_tech_MCLE20,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,300.60,,302.49,,317.57,,328.98,323.75,315.00,305.57,302.30
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_tech_MC20_100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,275.37,,285.53,,302.61,,314.23,309.71,301.79,293.39,290.68
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_tech_MCGT100,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,272.84,,283.57,,301.17,,313.10,308.77,300.98,292.65,289.98
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_explore,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,271.60,,282.42,,299.98,,311.90,307.58,299.81,291.52,288.89
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_fossil,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,267.99,,271.61,,281.21,,293.20,292.13,287.33,282.98,283.37
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,MFR_behavior,307.7310452,300.2077539,296.645175,296.9886051,296.3477948,294.2140876,294.4524697,293.6291593,294.2059236,294.5221418,295.2255311,296.4357364,296.993929,302.92856,310.7628315,318.2385912,320.26039,322.4476754,325.4856714,324.2253811,325.0085506,329.5352441,334.5746688,337.2629418,338.7983589,341.4712745,342.7749079,347.0289385,354.2432371,357.8945293,358.93,,247.05,,214.68,,204.37,,214.54,213.98,210.99,209.28,211.41
