,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.006982103448019,0.0002540993134661434,-0.0025181329926988447,0.0016192635337946948,-5.3273763968022185e-06,-0.0007226645949754757,-0.04079999999996662
